year,variable,missing_count,count,min,max,mean
1994,UGRD_10m,0,1495040,-25.681385040283203,21.047618865966797,0.8833118081092834
1994,VGRD_10m,0,1495040,-23.59263038635254,23.313610076904297,0.2168426364660263
1994,LAND_sfc,0,1495040,0.0,1.0,0.62109375
1994,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
1994,wind_speed_prl,0,19435520,0.0,87.75997924804688,12.322258949279785
1994,wind_direction_prl,0,19435520,0.0,359.9999694824219,193.6346435546875
1994,wind_speed_10m,0,1495040,0.0009979382157325745,25.794130325317383,3.962367534637451
1994,wind_direction_10m,0,1495040,0.000640869140625,359.99993896484375,183.2908172607422
1994,specific_humidity,0,19435520,6.310233402473386e-07,0.05683654174208641,0.0036793453618884087
1994,IWV,0,1495040,1.057826042175293,154.3507080078125,38.231483459472656
1995,HGT_prl,0,19435520,-389.3008117675781,21057.986328125,8205.318359375
1995,RH_prl,0,19435520,0.0937497466802597,100.015625,39.52182388305664
1995,TMP_prl,0,19435520,185.546875,327.34259033203125,251.593994140625
1995,UGRD_prl,0,19435520,-53.015838623046875,86.40650177001953,5.049886226654053
1995,VGRD_prl,0,19435520,-56.55217742919922,60.84676742553711,0.578748881816864
1995,APCP_sfc,0,1495040,0.0,302.15625,0.9085181951522827
1995,PRMSL_msl,0,1495040,97049.984375,104604.9140625,100948.28125
1995,TMP_2m,0,1495040,226.51625061035156,324.3057556152344,292.29840087890625
1995,UGRD_10m,0,1495040,-20.31057357788086,18.919809341430664,0.951134443283081
1995,VGRD_10m,0,1495040,-26.23373031616211,24.38506317138672,0.046568237245082855
1995,LAND_sfc,0,1495040,0.0,1.0,0.62109375
1995,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
1995,wind_speed_prl,0,19435520,6.688244980068703e-08,86.44438171386719,12.080568313598633
1995,wind_direction_prl,0,19435520,0.0,359.9999694824219,197.21881103515625
1995,wind_speed_10m,0,1495040,0.0014857000205665827,26.8912410736084,3.8904898166656494
1995,wind_direction_10m,0,1495040,0.000152587890625,359.99908447265625,186.34921264648438
1995,specific_humidity,0,19435520,9.343572173747816e-07,0.05772857367992401,0.0036818364169448614
1995,IWV,0,1495040,0.8823668360710144,163.87196350097656,38.23697280883789
1996,HGT_prl,0,19488768,-366.225830078125,21076.732421875,8200.80859375
1996,RH_prl,0,19488768,2.5234555778297363e-06,100.01560974121094,39.566986083984375
1996,TMP_prl,0,19488768,183.03382873535156,326.25823974609375,251.5086212158203
1996,UGRD_prl,0,19488768,-56.281246185302734,87.07096862792969,4.444200038909912
1996,VGRD_prl,0,19488768,-63.4433479309082,56.14374923706055,0.4579816460609436
1996,APCP_sfc,0,1499136,0.0,259.90625,0.9376809597015381
1996,PRMSL_msl,0,1499136,97315.1328125,104624.1796875,100924.3828125
1996,TMP_2m,0,1499136,227.1896514892578,323.2769470214844,292.17156982421875
1996,UGRD_10m,0,1499136,-24.174379348754883,26.550172805786133,1.0086590051651
1996,VGRD_10m,0,1499136,-24.798595428466797,19.913841247558594,0.03954888507723808
1996,LAND_sfc,0,1499136,0.0,1.0,0.62109375
1996,MTERH_sfc,0,1499136,-19.6400146484375,5656.359375,1151.6270751953125
1996,wind_speed_prl,0,19488768,1.0201899414141735e-07,88.40716552734375,12.28637981414795
1996,wind_direction_prl,0,19488768,0.0,359.9999694824219,194.45201110839844
1996,wind_speed_10m,0,1499136,0.0020177171099931,26.607378005981445,3.9569737911224365
1996,wind_direction_10m,0,1499136,0.000152587890625,359.9999084472656,187.9149169921875
1996,specific_humidity,0,19488768,3.5308198031991367e-10,0.055123649537563324,0.0036610285751521587
1996,IWV,0,1499136,0.6592983603477478,159.51620483398438,37.998714447021484
1997,HGT_prl,0,19435520,-313.0919189453125,21067.982421875,8201.947265625
1997,RH_prl,0,19435520,1.468381469749147e-06,100.01561737060547,39.70691680908203
1997,TMP_prl,0,19435520,183.25,325.015625,251.33746337890625
1997,UGRD_prl,0,19435520,-56.869693756103516,90.68690490722656,5.446841716766357
1997,VGRD_prl,0,19435520,-56.872825622558594,52.677696228027344,0.11514724045991898
1997,APCP_sfc,0,1495040,0.0,345.78125,0.8909411430358887
1997,PRMSL_msl,0,1495040,97557.046875,104757.40625,101036.8359375
1997,TMP_2m,0,1495040,224.47894287109375,322.96771240234375,292.1180114746094
1997,UGRD_10m,0,1495040,-19.291759490966797,23.999792098999023,0.8063620924949646
1997,VGRD_10m,0,1495040,-17.229103088378906,21.066791534423828,0.123197041451931
1997,LAND_sfc,0,1495040,0.0,1.0,0.62109375
1997,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
1997,wind_speed_prl,0,19435520,0.0,90.71906280517578,11.84424877166748
1997,wind_direction_prl,0,19435520,0.0,359.9999694824219,200.42300415039062
1997,wind_speed_10m,0,1495040,0.0022152343299239874,24.086999893188477,3.7285029888153076
1997,wind_direction_10m,0,1495040,0.000762939453125,359.99993896484375,183.11590576171875
1997,specific_humidity,0,19435520,7.621351466591264e-11,0.05343645066022873,0.003639030270278454
1997,IWV,0,1495040,0.9012777209281921,152.97190856933594,37.63754653930664
1998,HGT_prl,0,19435520,-407.89630126953125,21119.486328125,8226.5107421875
1998,RH_prl,0,19435520,0.0047851926647126675,100.01558685302734,39.474037170410156
1998,TMP_prl,0,19435520,185.9583740234375,327.8759765625,252.142578125
1998,UGRD_prl,0,19435520,-60.486263275146484,104.64405059814453,4.712240695953369
1998,VGRD_prl,0,19435520,-70.24542999267578,57.159969329833984,0.06934989243745804
1998,APCP_sfc,0,1495040,0.0,246.84375,0.8777015805244446
1998,PRMSL_msl,0,1495040,97046.328125,104859.15625,100952.890625
1998,TMP_2m,0,1495040,230.8272247314453,323.3418273925781,292.7619323730469
1998,UGRD_10m,0,1495040,-19.173580169677734,18.948806762695312,0.939240574836731
1998,VGRD_10m,0,1495040,-16.41119384765625,15.749160766601562,0.038060497492551804
1998,LAND_sfc,0,1495040,0.0,1.0,0.62109375
1998,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
1998,wind_speed_prl,0,19435520,2.2812780287040368e-07,106.72423553466797,12.698088645935059
1998,wind_direction_prl,0,19435520,0.0,359.9999694824219,197.7327423095703
1998,wind_speed_10m,0,1495040,0.0007214894867502153,20.298059463500977,3.803717613220215
1998,wind_direction_10m,0,1495040,0.0,359.9999084472656,186.9093475341797
1998,specific_humidity,0,19435520,2.7544777481125493e-07,0.05780360847711563,0.0038181778509169817
1998,IWV,0,1495040,1.2054235935211182,165.8026123046875,39.530914306640625
1999,HGT_prl,0,19435520,-366.57928466796875,21071.986328125,8207.6005859375
1999,RH_prl,0,19435520,0.01040320098400116,100.01561737060547,39.18301773071289
1999,TMP_prl,0,19435520,183.6101531982422,326.0351867675781,251.83209228515625
1999,UGRD_prl,0,19435520,-58.49872589111328,87.48359680175781,3.681830883026123
1999,VGRD_prl,0,19435520,-60.409088134765625,63.062496185302734,0.5112273693084717
1999,APCP_sfc,0,1495040,0.0,349.6875,0.8951586484909058
1999,PRMSL_msl,0,1495040,97128.90625,104811.8984375,100874.453125
1999,TMP_2m,0,1495040,233.4898681640625,324.5898132324219,292.5723571777344
1999,UGRD_10m,0,1495040,-26.210391998291016,25.855636596679688,1.2364041805267334
1999,VGRD_10m,0,1495040,-24.635215759277344,33.79924774169922,0.18594299256801605
1999,LAND_sfc,0,1495040,0.0,1.0,0.62109375
1999,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
1999,wind_speed_prl,0,19435520,0.0,88.2958984375,11.878154754638672
1999,wind_direction_prl,0,19435520,0.0,359.9999694824219,191.1832733154297
1999,wind_speed_10m,0,1495040,0.0017107962630689144,33.801143646240234,4.035763740539551
1999,wind_direction_10m,0,1495040,3.0517578125e-05,359.9999084472656,190.0271453857422
1999,specific_humidity,0,19435520,2.687256710487418e-07,0.05263667181134224,0.003669420490041375
1999,IWV,0,1495040,1.1094359159469604,149.35752868652344,38.01273727416992
2000,HGT_prl,0,19488768,-337.2975158691406,21037.482421875,8202.685546875
2000,RH_prl,0,19488768,0.0,100.01561737060547,38.52462387084961
2000,TMP_prl,0,19488768,183.4375,327.171875,251.74343872070312
2000,UGRD_prl,0,19488768,-58.40293884277344,88.5721206665039,4.1363911628723145
2000,VGRD_prl,0,19488768,-60.87794876098633,53.27542495727539,0.015292738564312458
2000,APCP_sfc,0,1499136,0.0,316.9375,0.9060712456703186
2000,PRMSL_msl,0,1499136,97406.84375,104700.1328125,100877.2265625
2000,TMP_2m,0,1499136,223.6954803466797,323.84375,292.3810119628906
2000,UGRD_10m,0,1499136,-19.755632400512695,19.224401473999023,1.1345233917236328
2000,VGRD_10m,0,1499136,-20.516159057617188,18.028520584106445,0.07952605932950974
2000,LAND_sfc,0,1499136,0.0,1.0,0.62109375
2000,MTERH_sfc,0,1499136,-19.6400146484375,5656.359375,1151.6270751953125
2000,wind_speed_prl,0,19488768,5.695019922227068e-14,88.95845794677734,12.168231010437012
2000,wind_direction_prl,0,19488768,0.0,359.9999694824219,193.53785705566406
2000,wind_speed_10m,0,1499136,0.0010955765610560775,24.27811622619629,3.9742894172668457
2000,wind_direction_10m,0,1499136,0.00018310546875,359.9996032714844,189.82171630859375
2000,specific_humidity,0,19488768,0.0,0.05325830727815628,0.0036184287164360285
2000,IWV,0,1499136,0.8761557936668396,152.63145446777344,37.41110610961914
2001,HGT_prl,0,19435520,-318.7128601074219,21097.9765625,8208.3759765625
2001,RH_prl,0,19435520,3.436445012994227e-07,100.015625,38.91403579711914
2001,TMP_prl,0,19435520,183.99644470214844,324.99664306640625,251.83351135253906
2001,UGRD_prl,0,19435520,-56.125,99.875,4.1629157066345215
2001,VGRD_prl,0,19435520,-53.94340133666992,56.669944763183594,0.2551778256893158
2001,APCP_sfc,0,1495040,0.0,212.640625,0.9061069488525391
2001,PRMSL_msl,0,1495040,97835.8671875,105037.65625,100908.9765625
2001,TMP_2m,0,1495040,228.51841735839844,324.0577392578125,292.5578308105469
2001,UGRD_10m,0,1495040,-17.930307388305664,21.447402954101562,1.1273084878921509
2001,VGRD_10m,0,1495040,-16.27430534362793,14.835946083068848,0.10032796114683151
2001,LAND_sfc,0,1495040,0.0,1.0,0.62109375
2001,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
2001,wind_speed_prl,0,19435520,0.0,99.9337158203125,12.276725769042969
2001,wind_direction_prl,0,19435520,0.0,359.9999694824219,194.30947875976562
2001,wind_speed_10m,0,1495040,0.0008953383658081293,21.76093101501465,3.944929838180542
2001,wind_direction_10m,0,1495040,0.000579833984375,359.99908447265625,189.36993408203125
2001,specific_humidity,0,19435520,2.0309528364625962e-11,0.05487921088933945,0.0036686293315142393
2001,IWV,0,1495040,0.9058535099029541,155.92974853515625,38.03718566894531
2002,HGT_prl,0,19435520,-398.970947265625,21041.982421875,8211.017578125
2002,RH_prl,0,19435520,1.030523094414093e-06,100.01559448242188,38.47940444946289
2002,TMP_prl,0,19435520,183.890625,327.408203125,251.8080596923828
2002,UGRD_prl,0,19435520,-56.95716094970703,95.31189727783203,4.764680862426758
2002,VGRD_prl,0,19435520,-55.08543014526367,61.037933349609375,0.22106176614761353
2002,APCP_sfc,0,1495040,0.0,310.0,0.8670789003372192
2002,PRMSL_msl,0,1495040,96944.1015625,104761.109375,100948.1328125
2002,TMP_2m,0,1495040,226.63340759277344,323.1151123046875,292.7645263671875
2002,UGRD_10m,0,1495040,-16.178823471069336,17.59213638305664,0.9932392835617065
2002,VGRD_10m,0,1495040,-18.66699981689453,18.186044692993164,0.09302227944135666
2002,LAND_sfc,0,1495040,0.0,1.0,0.62109375
2002,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
2002,wind_speed_prl,0,19435520,0.0,96.84966278076172,11.885353088378906
2002,wind_direction_prl,0,19435520,0.0,359.9999694824219,196.98377990722656
2002,wind_speed_10m,0,1495040,0.003392960876226425,20.486879348754883,3.932387351989746
2002,wind_direction_10m,0,1495040,0.000732421875,359.99993896484375,185.16070556640625
2002,specific_humidity,0,19435520,1.8376467014746822e-10,0.05459074676036835,0.0036478012334555387
2002,IWV,0,1495040,0.7372811436653137,156.4384002685547,37.64584732055664
2003,HGT_prl,0,19435520,-347.52996826171875,21065.9765625,8211.94140625
2003,RH_prl,0,19435520,0.0,100.01557159423828,38.711544036865234
2003,TMP_prl,0,19435520,184.98487854003906,324.773193359375,251.80331420898438
2003,UGRD_prl,0,19435520,-57.59375,92.25,4.756373405456543
2003,VGRD_prl,0,19435520,-54.51139831542969,65.55410766601562,0.27993351221084595
2003,APCP_sfc,0,1495040,0.0,378.78125,0.8975228071212769
2003,PRMSL_msl,0,1495040,97438.78125,104369.8828125,100947.8984375
2003,TMP_2m,0,1495040,230.1748504638672,325.2031555175781,292.5018310546875
2003,UGRD_10m,0,1495040,-22.453947067260742,26.689970016479492,0.9290184378623962
2003,VGRD_10m,0,1495040,-27.186811447143555,23.320215225219727,0.07021346688270569
2003,LAND_sfc,0,1495040,0.0,1.0,0.62109375
2003,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
2003,wind_speed_prl,0,19435520,1.0634656710806212e-08,94.22431945800781,12.368526458740234
2003,wind_direction_prl,0,19435520,0.0,359.9999694824219,196.3815155029297
2003,wind_speed_10m,0,1495040,0.0008364126551896334,28.205415725708008,3.9163942337036133
2003,wind_direction_10m,0,1495040,0.00018310546875,359.99993896484375,184.73756408691406
2003,specific_humidity,0,19435520,0.0,0.054552026093006134,0.0036483134608715773
2003,IWV,0,1495040,0.8949668407440186,156.1590118408203,37.66200637817383
2004,HGT_prl,0,19488768,-354.068115234375,21040.486328125,8212.9951171875
2004,RH_prl,0,19488768,0.0,100.01561737060547,38.76155471801758
2004,TMP_prl,0,19488768,184.87310791015625,325.35882568359375,251.837646484375
2004,UGRD_prl,0,19488768,-58.9045524597168,98.5625,4.530118942260742
2004,VGRD_prl,0,19488768,-59.6943359375,62.99155044555664,0.01936369203031063
2004,APCP_sfc,0,1499136,0.0,433.59375,0.8805753588676453
2004,PRMSL_msl,0,1499136,97441.4921875,104538.6484375,100939.0625
2004,TMP_2m,0,1499136,227.79953002929688,322.91094970703125,292.65411376953125
2004,UGRD_10m,0,1499136,-21.18382453918457,26.719491958618164,0.9044024348258972
2004,VGRD_10m,0,1499136,-19.832216262817383,18.643375396728516,0.0410020537674427
2004,LAND_sfc,0,1499136,0.0,1.0,0.62109375
2004,MTERH_sfc,0,1499136,-19.6400146484375,5656.359375,1151.6270751953125
2004,wind_speed_prl,0,19488768,0.0,99.62383270263672,12.177919387817383
2004,wind_direction_prl,0,19488768,0.0,359.9999694824219,195.2303466796875
2004,wind_speed_10m,0,1499136,0.0031978394836187363,28.65615463256836,3.9143877029418945
2004,wind_direction_10m,0,1499136,0.0008544921875,359.9995422363281,183.56753540039062
2004,specific_humidity,0,19488768,0.0,0.05232356861233711,0.003642225405201316
2004,IWV,0,1499136,1.1133766174316406,150.4769287109375,37.60262680053711
2005,HGT_prl,0,19435520,-341.1736145019531,21080.982421875,8211.0791015625
2005,RH_prl,0,19435520,1.8516518593969522e-06,100.01560974121094,39.57959747314453
2005,TMP_prl,0,19435520,185.89556884765625,324.63873291015625,251.85385131835938
2005,UGRD_prl,0,19435520,-58.253963470458984,93.2176513671875,4.8447957038879395
2005,VGRD_prl,0,19435520,-72.31938171386719,59.05297088623047,0.5805053114891052
2005,APCP_sfc,0,1495040,0.0,287.609375,0.954789936542511
2005,PRMSL_msl,0,1495040,97424.3515625,104606.1328125,100916.0078125
2005,TMP_2m,0,1495040,230.45736694335938,323.46343994140625,292.5350646972656
2005,UGRD_10m,0,1495040,-20.210641860961914,20.39871597290039,1.0492143630981445
2005,VGRD_10m,0,1495040,-19.273414611816406,20.13593292236328,0.09402883797883987
2005,LAND_sfc,0,1495040,0.0,1.0,0.62109375
2005,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
2005,wind_speed_prl,0,19435520,0.0,94.07711029052734,12.572175025939941
2005,wind_direction_prl,0,19435520,0.0,359.9999694824219,196.38162231445312
2005,wind_speed_10m,0,1495040,0.0021892234217375517,26.012178421020508,3.8925487995147705
2005,wind_direction_10m,0,1495040,0.000244140625,359.9998779296875,188.0543670654297
2005,specific_humidity,0,19435520,3.229701922569106e-11,0.052122101187705994,0.003729981603100896
2005,IWV,0,1495040,1.071606159210205,152.694091796875,38.63041305541992
2006,HGT_prl,0,19435520,-396.0621032714844,21113.486328125,8215.78125
2006,RH_prl,0,19435520,0.0,100.01560974121094,39.51736068725586
2006,TMP_prl,0,19435520,183.7660675048828,327.0746154785156,252.03614807128906
2006,UGRD_prl,0,19435520,-57.265560150146484,87.63668060302734,4.398188591003418
2006,VGRD_prl,0,19435520,-62.362060546875,58.531253814697266,0.43441393971443176
2006,APCP_sfc,0,1495040,0.0,385.5625,0.917472779750824
2006,PRMSL_msl,0,1495040,96530.0390625,104497.65625,100919.5859375
2006,TMP_2m,0,1495040,230.8862762451172,322.8733825683594,292.9845886230469
2006,UGRD_10m,0,1495040,-27.344358444213867,23.533334732055664,0.9374610185623169
2006,VGRD_10m,0,1495040,-32.079498291015625,25.660133361816406,0.09848331660032272
2006,LAND_sfc,0,1495040,0.0,1.0,0.62109375
2006,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
2006,wind_speed_prl,0,19435520,1.0634795266639685e-08,90.48774719238281,11.8945894241333
2006,wind_direction_prl,0,19435520,0.0,359.9999694824219,193.8343048095703
2006,wind_speed_10m,0,1495040,0.001315687200985849,32.88840866088867,3.85986590385437
2006,wind_direction_10m,0,1495040,0.000457763671875,359.99993896484375,184.8143768310547
2006,specific_humidity,0,19435520,0.0,0.060567159205675125,0.0037858779542148113
2006,IWV,0,1495040,0.9974994659423828,173.66067504882812,39.145965576171875
2007,HGT_prl,0,19435520,-368.1909484863281,21046.23046875,8214.0556640625
2007,RH_prl,0,19435520,2.5606832423363812e-06,100.01561737060547,39.04161834716797
2007,TMP_prl,0,19435520,183.15625,326.0826110839844,252.07281494140625
2007,UGRD_prl,0,19435520,-60.5298957824707,98.11832427978516,4.076889514923096
2007,VGRD_prl,0,19435520,-51.2491340637207,62.57294845581055,0.29674652218818665
2007,APCP_sfc,0,1495040,0.0,320.03125,0.9602376818656921
2007,PRMSL_msl,0,1495040,97231.171875,104389.171875,100874.8515625
2007,TMP_2m,0,1495040,227.81625366210938,324.1375732421875,292.7696838378906
2007,UGRD_10m,0,1495040,-29.6890811920166,20.07459831237793,0.8663519024848938
2007,VGRD_10m,0,1495040,-25.405094146728516,30.399917602539062,0.12133137136697769
2007,LAND_sfc,0,1495040,0.0,1.0,0.62109375
2007,MTERH_sfc,0,1495040,-19.6400146484375,5656.359375,1151.626953125
2007,wind_speed_prl,0,19435520,1.329332111055237e-08,98.11912536621094,12.15019416809082
2007,wind_direction_prl,0,19435520,0.0,359.9999694824219,193.25975036621094
2007,wind_speed_10m,0,1495040,0.0023438865318894386,33.889678955078125,3.8532700538635254
2007,wind_direction_10m,0,1495040,9.1552734375e-05,359.9999694824219,184.6390380859375
2007,specific_humidity,0,19435520,2.473114213419336e-10,0.05530260130763054,0.0037359336856752634
2007,IWV,0,1495040,1.029891848564148,159.7751922607422,38.6351432800293
2008,HGT_prl,0,19488768,-338.0504455566406,21081.232421875,8205.8759765625
2008,RH_prl,0,19488768,0.0,100.01560974121094,39.524322509765625
2008,TMP_prl,0,19488768,184.11062622070312,325.3203125,251.87347412109375
2008,UGRD_prl,0,19488768,-53.39950942993164,94.43916320800781,4.058168411254883
2008,VGRD_prl,0,19488768,-57.2686882019043,64.43617248535156,0.3861317038536072
2008,APCP_sfc,0,1499136,0.0,261.0625,0.9477472901344299
2008,PRMSL_msl,0,1499136,97642.7421875,104561.109375,100878.3359375
2008,TMP_2m,0,1499136,221.93995666503906,322.32354736328125,292.60784912109375
2008,UGRD_10m,0,1499136,-15.63914966583252,19.58147430419922,0.9157529473304749
2008,VGRD_10m,0,1499136,-17.493911743164062,18.690265655517578,0.1236579567193985
2008,LAND_sfc,0,1499136,0.0,1.0,0.62109375
2008,MTERH_sfc,0,1499136,-19.6400146484375,5656.359375,1151.6270751953125
2008,wind_speed_prl,0,19488768,0.0,96.06608581542969,11.957871437072754
2008,wind_direction_prl,0,19488768,0.0,359.9999694824219,192.23175048828125
2008,wind_speed_10m,0,1499136,0.0003765385481528938,21.013687133789062,3.8020386695861816
2008,wind_direction_10m,0,1499136,0.000457763671875,359.99993896484375,186.19985961914062
2008,specific_humidity,0,19488768,0.0,0.05887285992503166,0.0037218802608549595
2008,IWV,0,1499136,1.2045292854309082,165.39593505859375,38.45170974731445
2009,HGT_prl,0,19435520,-366.7844543457031,21041.732421875,8209.8095703125
2009,RH_prl,0,19435520,0.0,100.01560974121094,38.67054748535156
2009,TMP_prl,0,19435520,184.9105224609375,326.2459716796875,252.0128631591797
2009,UGRD_prl,0,19435520,-56.09375,93.49999237060547,4.993373870849609
2009,VGRD_prl,0,19435520,-59.885032653808594,68.03125,0.8279318809509277
2009,APCP_sfc,0,1495040,0.0,221.921875,0.864689826965332
2009,PRMSL_msl,0,1495040,97248.0390625,104622.8515625,100875.4375
2009,TMP_2m,0,1495040,231.7112274169922,323.1153869628906,293.0252990722656
2009,UGRD_10m,0,1495040,-21.28736686706543,25.797626495361328,1.0994688272476196
